*******************************************
วิธีการอ่าน  INDEX ของฐานข้อมูล LOTUS

ชุดข้อมูล	ลำดับที่	เลขที่ประโยค (ใช้อ้างอิงประกอบกับ XXsen.txt)
Ta017	021	tr2367
Ta017	022	tr1388
Ta017	023	tr2557
Ta017	024	tr0385
Ta017	025	tr0226
Ta017	026	tr1375
Ta017	027	tr2954
Ta017	028	tr1533
Ta017	029	tr0361
Ta017	030	tr0438
Ta017	031	tr2921
Ta017	032	tr0213
Ta017	033	tr2156
Ta017	034	tr1485
Ta017	035	tr2239
Ta017	036	tr1510
Ta017	037	tr2157
Ta017	038	tr1431
Ta017	039	tr1969
Ta017	040	tr0252
Ta017	041	tr1339
Ta017	042	tr1172
Ta017	043	tr2696
Ta017	044	tr0469
Ta017	045	tr2332
Ta017	046	tr1798
Ta017	047	tr0976
Ta017	048	tr1474
Ta017	049	tr1552
Ta017	050	tr2967
Ta017	051	tr2003
Ta017	052	tr2280
Ta017	053	tr0369
Ta017	054	tr2555
Ta017	055	tr1922
Ta017	056	tr1623
Ta017	057	tr0894
Ta017	058	tr0040
Ta017	059	tr1912
Ta017	060	tr1462
Ta017	061	tr1857
Ta017	062	tr0177
Ta017	063	tr0665
Ta017	064	tr1541
Ta017	065	tr0118
Ta017	066	tr2517
Ta017	067	tr0671
Ta017	068	tr0132
Ta017	069	tr1583
Ta017	070	tr0917
Ta017	071	tr2615
Ta017	072	tr0673
Ta017	073	tr0262
Ta017	074	tr2740
Ta017	075	tr1288
Ta017	076	tr2394
Ta017	077	tr2193
Ta017	078	tr1595
Ta017	079	tr0960
Ta017	080	tr0675
Ta017	081	tr0612
Ta017	082	tr1395
Ta017	083	tr2750
Ta017	084	tr2549
Ta017	085	tr1865
Ta017	086	tr2560
Ta017	087	tr1219
Ta017	088	tr1029
Ta017	089	tr1800
Ta017	090	tr0386
Ta017	091	tr2684
Ta017	092	tr2665
Ta017	093	tr1952
Ta017	094	tr2161
Ta017	095	tr2976
Ta017	096	tr0956
Ta017	097	tr1365
Ta017	098	tr1450
Ta017	099	tr1710
Ta017	100	tr3007
Ta017	101	tr1373
Ta017	102	tr1060
Ta017	103	tr2539
Ta017	104	tr0582
Ta017	105	tr1543
Ta017	106	tr1335
Ta017	107	tr2891
Ta017	108	tr0084
Ta017	109	tr1672
Ta017	110	tr1309
Ta017	111	tr1292
Ta017	112	tr2814
Ta017	113	tr2492
Ta017	114	tr2818
Ta017	115	tr2757
Ta017	116	tr0265
Ta017	117	tr2342
Ta017	118	tr2379
Ta017	119	tr1479
Ta017	120	tr1306
Ta017	121	tr0170
Ta017	122	tr1024
Ta017	123	tr0215
Ta017	124	tr1514
Ta017	125	tr0683
Ta017	126	tr1303
Ta018	001	tr1939
Ta018	002	tr0903
Ta018	003	tr1177
Ta018	004	tr2700
Ta018	005	tr0175
Ta018	006	tr2063
Ta018	007	tr1998
Ta018	008	tr1054
Ta018	009	tr1444
Ta018	010	tr1525
Ta018	011	tr2043
Ta018	012	tr1504
Ta018	013	tr2301
Ta018	014	tr0307
Ta018	015	tr2730
Ta018	016	tr1940
Ta018	017	tr2738
Ta018	018	tr1938
Ta018	019	tr1466
Ta018	020	tr0961
Ta018	021	tr1713
Ta018	022	tr2578
Ta018	023	tr2787
Ta018	024	tr2150
Ta018	025	tr2090
Ta018	026	tr1396
Ta018	027	tr2215
Ta018	028	tr1845
Ta018	029	tr2485
Ta018	030	tr0687
Ta018	031	tr2883
Ta018	032	tr0151
Ta018	033	tr0256
Ta018	034	tr0517
Ta018	035	tr0740
Ta018	036	tr1093
Ta018	037	tr0700
Ta018	038	tr2406
Ta018	039	tr2850
Ta018	040	tr1092
Ta018	041	tr0783
Ta018	042	tr0993
Ta018	043	tr1035
Ta018	044	tr0583
Ta018	045	tr1122
Ta018	046	tr2943
Ta018	047	tr0660
Ta018	048	tr0846
Ta018	049	tr2245
Ta018	050	tr0496
Ta018	051	tr1271
Ta018	052	tr2446
Ta018	053	tr2938
Ta018	054	tr2112
Ta018	055	tr0534
Ta018	056	tr1064
Ta018	057	tr0358
Ta018	058	tr0724
Ta018	059	tr0507
Ta018	060	tr0863
Ta018	061	tr1048
Ta018	062	tr0309
Ta018	063	tr2020
Ta018	064	tr1862
Ta018	065	tr2234
Ta018	066	tr2725
Ta018	067	tr1266
Ta018	068	tr2359
Ta018	069	tr1376
Ta018	070	tr2036
Ta018	071	tr1846
Ta018	072	tr2034
Ta018	073	tr1220
Ta018	074	tr1143
Ta018	075	tr2855
Ta018	076	tr2056
Ta018	077	tr2041
Ta018	078	tr2295
Ta018	079	tr1619
Ta018	080	tr0124
Ta018	081	tr1116
Ta018	082	tr0111
Ta018	083	tr2869
Ta018	084	tr2934
Ta018	085	tr0957
Ta018	086	tr2400
Ta018	087	tr0808
Ta018	088	tr2223
Ta018	089	tr2297
Ta018	090	tr1208
Ta018	091	tr1915
Ta018	092	tr2762
Ta018	093	tr2986
Ta018	094	tr2152
Ta018	095	tr0413
Ta018	096	tr1033
Ta018	097	tr0007
Ta018	098	tr0354
Ta018	099	tr2466
Ta018	100	tr1878
Ta018	101	tr1792
Ta018	102	tr0447
Ta018	103	tr1260
Ta018	104	tr0326
Ta018	105	tr2439
Ta018	106	tr0939
Ta018	107	tr0731
Ta018	108	tr0533
Ta018	109	tr2441
Ta018	110	tr0691
Ta018	111	tr0617
Ta018	112	tr1449
Ta018	113	tr0858
Ta018	114	tr2904
Ta018	115	tr1737
Ta018	116	tr2180
Ta018	117	tr0912
Ta018	118	tr0766
Ta018	119	tr1680
Ta018	120	tr2174
Ta018	121	tr2461
Ta018	122	tr1118
Ta018	123	tr1944
Ta018	124	tr1254
Ta018	125	tr0898
Ta018	126	tr1868
Ta019	001	tr0373
Ta019	002	tr1460
Ta019	003	tr0972
Ta019	004	tr1164
Ta019	005	tr0714
Ta019	006	tr2796
Ta019	007	tr2006
Ta019	008	tr1890
Ta019	009	tr2935
Ta019	010	tr2859
Ta019	011	tr2605
Ta019	012	tr1265
Ta019	013	tr1808
Ta019	014	tr0588
Ta019	015	tr1248
Ta019	016	tr0377
Ta019	017	tr1722
Ta019	018	tr1102
Ta019	019	tr0543
Ta019	020	tr2962
Ta019	021	tr0935
Ta019	022	tr2140
Ta019	023	tr2503
Ta019	024	tr2834
Ta019	025	tr0871
Ta019	026	tr2550
Ta019	027	tr1181
Ta019	028	tr1391
Ta019	029	tr1161
Ta019	030	tr2949
Ta019	031	tr2664
Ta019	032	tr0030
Ta019	033	tr1663
Ta019	034	tr0217
Ta019	035	tr0491
Ta019	036	tr2198
Ta019	037	tr0682
Ta019	038	tr0127
Ta019	039	tr1154
Ta019	040	tr1700
Ta019	041	tr1620
Ta019	042	tr1812
Ta019	043	tr2428
Ta019	044	tr1755
Ta019	045	tr0016
Ta019	046	tr2802
Ta019	047	tr2552
Ta019	048	tr1162
Ta019	049	tr0971
Ta019	050	tr0298
Ta019	051	tr1551
Ta019	052	tr1604
Ta019	053	tr1144
Ta019	054	tr0331
Ta019	055	tr0636
Ta019	056	tr2496
Ta019	057	tr0137
Ta019	058	tr1707
Ta019	059	tr0147
Ta019	060	tr2734
Ta019	061	tr1892
Ta019	062	tr0332
Ta019	063	tr1250
Ta019	064	tr2871
Ta019	065	tr1697
Ta019	066	tr0036
Ta019	067	tr0271
Ta019	068	tr0009
Ta019	069	tr2273
Ta019	070	tr0909
Ta019	071	tr0253
Ta019	072	tr1576
Ta019	073	tr0528
Ta019	074	tr0093
Ta019	075	tr2607
Ta019	076	tr0068
Ta019	077	tr1767
Ta019	078	tr1786
Ta019	079	tr0663
Ta019	080	tr0664
Ta019	081	tr0587
Ta019	082	tr2124
Ta019	083	tr1241
Ta019	084	tr0796
Ta019	085	tr1673
Ta019	086	tr2798
Ta019	087	tr1870
Ta019	088	tr0409
Ta019	089	tr0788
Ta019	090	tr2598
Ta019	091	tr0510
Ta019	092	tr0897
Ta019	093	tr0249
Ta019	094	tr1539
Ta019	095	tr0784
Ta019	096	tr2126
Ta019	097	tr2525
Ta019	098	tr2939
Ta019	099	tr2773
Ta019	100	tr0010
Ta019	101	tr0210
Ta019	102	tr0467
Ta019	103	tr0652
Ta019	104	tr2149
Ta019	105	tr2728
Ta019	106	tr2958
Ta019	107	tr2508
Ta019	108	tr1693
Ta019	109	tr1553
Ta019	110	tr0509
Ta019	111	tr0353
Ta019	112	tr1881
Ta019	113	tr0174
Ta019	114	tr2601
Ta019	115	tr2241
Ta019	116	tr0398
Ta019	117	tr0303
Ta019	118	tr2469
Ta019	119	tr0241
Ta019	120	tr2666
Ta019	121	tr0080
Ta019	122	tr1721
Ta019	123	tr0785
Ta019	124	tr2404
Ta019	125	tr2518
Ta019	126	tr1390
Ta020	001	tr2477
Ta020	002	tr1063
Ta020	003	tr0371
Ta020	004	tr0121
Ta020	005	tr1153
Ta020	006	tr2629
Ta020	007	tr2438
Ta020	008	tr2948
Ta020	009	tr2861
Ta020	010	tr0125
Ta020	011	tr2627
Ta020	012	tr2831
Ta020	013	tr0039
Ta020	014	tr0489
Ta020	015	tr2682
Ta020	016	tr2955
Ta020	017	tr2516
Ta020	018	tr1071
Ta020	019	tr2042
Ta020	020	tr1698
Ta020	021	tr0884
Ta020	022	tr0304
Ta020	023	tr1079
Ta020	024	tr1284
Ta020	025	tr0143
Ta020	026	tr2407
Ta020	027	tr0542
Ta020	028	tr1924
Ta020	029	tr1961
Ta020	030	tr1407
Ta020	031	tr0741
Ta020	032	tr0264
Ta020	033	tr1554
Ta020	034	tr1105
Ta020	035	tr2865
Ta020	036	tr2282
Ta020	037	tr1906
Ta020	038	tr1565
Ta020	039	tr0998
Ta020	040	tr1371
Ta020	041	tr1098
Ta020	042	tr2530
Ta020	043	tr1891
Ta020	044	tr1442
Ta020	045	tr0577
Ta020	046	tr2484
Ta020	047	tr2353
Ta020	048	tr1057
Ta020	049	tr2672
Ta020	050	tr1659
Ta020	051	tr2378
Ta020	052	tr0695
Ta020	053	tr0178
Ta020	054	tr2628
Ta020	055	tr1238
Ta020	056	tr1332
Ta020	057	tr1805
Ta020	058	tr2030
Ta020	059	tr2242
Ta020	060	tr2427
Ta020	061	tr2840
Ta020	062	tr0115
Ta020	063	tr0795
Ta020	064	tr0154
Ta020	065	tr2780
Ta020	066	tr0314
Ta020	067	tr0868
Ta020	068	tr1261
Ta020	069	tr2101
Ta020	070	tr1954
Ta020	071	tr1206
Ta020	072	tr0973
Ta020	073	tr0854
Ta020	074	tr0849
Ta020	075	tr0191
Ta020	076	tr1590
Ta020	077	tr1872
Ta020	078	tr1481
Ta020	079	tr1708
Ta020	080	tr1607
Ta020	081	tr0272
Ta020	082	tr1075
Ta020	083	tr0078
Ta020	084	tr1974
Ta020	085	tr0457
Ta020	086	tr1085
Ta020	087	tr0045
Ta020	088	tr2395
Ta020	089	tr2553
Ta020	090	tr0136
Ta020	091	tr1901
Ta020	092	tr1426
Ta020	093	tr1325
Ta020	094	tr2885
Ta020	095	tr0708
Ta020	096	tr1508
Ta020	097	tr1995
Ta020	098	tr0126
Ta020	099	tr1401
Ta020	100	tr1739
Ta020	101	tr1884
Ta020	102	tr2418
Ta020	103	tr2102
Ta020	104	tr2783
Ta020	105	tr0605
Ta020	106	tr1468
Ta020	107	tr0592
Ta020	108	tr1393
Ta020	109	tr1569
Ta020	110	tr2657
Ta020	111	tr1318
Ta020	112	tr2753
Ta020	113	tr2558
Ta020	114	tr1695
Ta020	115	tr2710
Ta020	116	tr2890
Ta020	117	tr1530
Ta020	118	tr0564
Ta020	119	tr2495
Ta020	120	tr0658
Ta020	121	tr1725
Ta020	122	tr1586
Ta020	123	tr1804
Ta020	124	tr0689
Ta020	125	tr1750
Ta020	126	tr0490
Ta021	001	tr2368
Ta021	002	tr0094
Ta021	003	tr2801
Ta021	004	tr0046
Ta021	005	tr1287
Ta021	006	tr1166
Ta021	007	tr2086
Ta021	008	tr2053
Ta021	009	tr2645
Ta021	010	tr2910
Ta021	011	tr1886
Ta021	012	tr0441
Ta021	013	tr1662
Ta021	014	tr0041
Ta021	015	tr2057
Ta021	016	tr1040
Ta021	017	tr0146
Ta021	018	tr1179
Ta021	019	tr0344
Ta021	020	tr2018
Ta021	021	tr0968
Ta021	022	tr2510
Ta021	023	tr2244
Ta021	024	tr2822
Ta021	025	tr2583
Ta021	026	tr3005
Ta021	027	tr0033
Ta021	028	tr0069
Ta021	029	tr1354
Ta021	030	tr2878
Ta021	031	tr1687
Ta021	032	tr1278
Ta021	033	tr1953
Ta021	034	tr1988
Ta021	035	tr2621
Ta021	036	tr0614
Ta021	037	tr1277
Ta021	038	tr0381
Ta021	039	tr0793
Ta021	040	tr1972
Ta021	041	tr2992
Ta021	042	tr2390
Ta021	043	tr1115
Ta021	044	tr0281
Ta021	045	tr2854
Ta021	046	tr0657
Ta021	047	tr0044
Ta021	048	tr0920
Ta021	049	tr2596
Ta021	050	tr0823
Ta021	051	tr2200
Ta021	052	tr2347
Ta021	053	tr0739
Ta021	054	tr0270
Ta021	055	tr2489
Ta021	056	tr0310
Ta021	057	tr0148
Ta021	058	tr0471
Ta021	059	tr3003
Ta021	060	tr3006
Ta021	061	tr2864
Ta021	062	tr1917
Ta021	063	tr1675
Ta021	064	tr2785
Ta021	065	tr2979
Ta021	066	tr0484
Ta021	067	tr2747
Ta021	068	tr1336
Ta021	069	tr2604
Ta021	070	tr2243
Ta021	071	tr0436
Ta021	072	tr1397
Ta021	073	tr2913
Ta021	074	tr1629
Ta021	075	tr2040
Ta021	076	tr1615
Ta021	077	tr0558
Ta021	078	tr1709
Ta021	079	tr0023
Ta021	080	tr0233
Ta021	081	tr0060
Ta021	082	tr2599
Ta021	083	tr2744
Ta021	084	tr1308
Ta021	085	tr2416
Ta021	086	tr0443
Ta021	087	tr0316
Ta021	088	tr2509
Ta021	089	tr0406
Ta021	090	tr2483
Ta021	091	tr0109
Ta021	092	tr2340
Ta021	093	tr1644
Ta021	094	tr0621
Ta021	095	tr1377
Ta021	096	tr0216
Ta021	097	tr0825
Ta021	098	tr0538
Ta021	099	tr2929
Ta021	100	tr1987
Ta021	101	tr0460
Ta021	102	tr0042
Ta021	103	tr0260
Ta021	104	tr0662
Ta021	105	tr1860
Ta021	106	tr0440
Ta021	107	tr0201
Ta021	108	tr1327
Ta021	109	tr0985
Ta021	110	tr0915
Ta021	111	tr0852
Ta021	112	tr0584
Ta021	113	tr1491
Ta021	114	tr1528
Ta021	115	tr0809
Ta021	116	tr0077
Ta021	117	tr1492
Ta021	118	tr2701
Ta021	119	tr0239
Ta021	120	tr1165
Ta021	121	tr1205
Ta021	122	tr2414
Ta021	123	tr0204
Ta021	124	tr0591
Ta021	125	tr1454
Ta021	126	tr0821
Ta022	001	tr2817
Ta022	002	tr0289
Ta022	003	tr0168
Ta022	004	tr1159
Ta022	005	tr1188
Ta022	006	tr2049
Ta022	007	tr0458
Ta022	008	tr2334
Ta022	009	tr2721
Ta022	010	tr1235
Ta022	011	tr1158
Ta022	012	tr1925
Ta022	013	tr0867
Ta022	014	tr0656
Ta022	015	tr0586
Ta022	016	tr2966
Ta022	017	tr2994
Ta022	018	tr0727
Ta022	019	tr2584
Ta022	020	tr2581
Ta022	021	tr2007
Ta022	022	tr0426
Ta022	023	tr0477
Ta022	024	tr2624
Ta022	025	tr1341
Ta022	026	tr2820
Ta022	027	tr0651
Ta022	028	tr1977
Ta022	029	tr2726
Ta022	030	tr0296
Ta022	031	tr2576
Ta022	032	tr0625
Ta022	033	tr2643
Ta022	034	tr1647
Ta022	035	tr1632
Ta022	036	tr0774
Ta022	037	tr1578
Ta022	038	tr2186
Ta022	039	tr0340
Ta022	040	tr0366
Ta022	041	tr0804
Ta022	042	tr1379
Ta022	043	tr0566
Ta022	044	tr1363
Ta022	045	tr0906
Ta022	046	tr2777
Ta022	047	tr2606
Ta022	048	tr0038
Ta022	049	tr1103
Ta022	050	tr1931
Ta022	051	tr1240
Ta022	052	tr0516
Ta022	053	tr2774
Ta022	054	tr1019
Ta022	055	tr2478
Ta022	056	tr1244
Ta022	057	tr1843
Ta022	058	tr1080
Ta022	059	tr2978
Ta022	060	tr2833
Ta022	061	tr0066
Ta022	062	tr2961
Ta022	063	tr1794
Ta022	064	tr1229
Ta022	065	tr1090
Ta022	066	tr0705
Ta022	067	tr1787
Ta022	068	tr0722
Ta022	069	tr0737
Ta022	070	tr1436
Ta022	071	tr1650
Ta022	072	tr0020
Ta022	073	tr1124
Ta022	074	tr0234
Ta022	075	tr0202
Ta022	076	tr0692
Ta022	077	tr2927
Ta022	078	tr0047
Ta022	079	tr2662
Ta022	080	tr2339
Ta022	081	tr0667
Ta022	082	tr0421
Ta022	083	tr1385
Ta022	084	tr1233
Ta022	085	tr0165
Ta022	086	tr2132
Ta022	087	tr1893
Ta022	088	tr2687
Ta022	089	tr1322
Ta022	090	tr0448
Ta022	091	tr0123
Ta022	092	tr1997
Ta022	093	tr2648
Ta022	094	tr0753
Ta022	095	tr2685
Ta022	096	tr2741
Ta022	097	tr2084
Ta022	098	tr1676
Ta022	099	tr0463
Ta022	100	tr2609
Ta022	101	tr2708
Ta022	102	tr2974
Ta022	103	tr2886
Ta022	104	tr1456
Ta022	105	tr0487
Ta022	106	tr2214
Ta022	107	tr0629
Ta022	108	tr2846
Ta022	109	tr2681
Ta022	110	tr1465
Ta022	111	tr0674
Ta022	112	tr0176
Ta022	113	tr1212
Ta022	114	tr0186
Ta022	115	tr1706
Ta022	116	tr1173
Ta022	117	tr0149
Ta022	118	tr1435
Ta022	119	tr0200
Ta022	120	tr1289
Ta022	121	tr1761
Ta022	122	tr0991
Ta022	123	tr1730
Ta022	124	tr2002
Ta022	125	tr0026
Ta022	126	tr0893
Ta023	001	tr2317
Ta023	002	tr0554
Ta023	003	tr1104
Ta023	004	tr0661
Ta023	005	tr1072
Ta023	006	tr1850
Ta023	007	tr2882
Ta023	008	tr0733
Ta023	009	tr1178
Ta023	010	tr2533
Ta023	011	tr2779
Ta023	012	tr0104
Ta023	013	tr1744
Ta023	014	tr0156
Ta023	015	tr1439
Ta023	016	tr1457
Ta023	017	tr1411
Ta023	018	tr1126
Ta023	019	tr1227
Ta023	020	tr0320
Ta023	021	tr2815
Ta023	022	tr1582
Ta023	023	tr1738
Ta023	024	tr0874
Ta023	025	tr0856
Ta023	026	tr0676
Ta023	027	tr2613
Ta023	028	tr1557
Ta023	029	tr2810
Ta023	030	tr0680
Ta023	031	tr2274
Ta023	032	tr0545
Ta023	033	tr2323
Ta023	034	tr1728
Ta023	035	tr2884
Ta023	036	tr1155
Ta023	037	tr1495
Ta023	038	tr2212
Ta023	039	tr0161
Ta023	040	tr1985
Ta023	041	tr2305
Ta023	042	tr2928
Ta023	043	tr1793
Ta023	044	tr0853
Ta023	045	tr1592
Ta023	046	tr2542
Ta023	047	tr2443
Ta023	048	tr1256
Ta023	049	tr2486
Ta023	050	tr0930
Ta023	051	tr2819
Ta023	052	tr2616
Ta023	053	tr2206
Ta023	054	tr0424
Ta023	055	tr2059
Ta023	056	tr1053
Ta023	057	tr1199
Ta023	058	tr0738
Ta023	059	tr2547
Ta023	060	tr1094
Ta023	061	tr2355
Ta023	062	tr1537
Ta023	063	tr0980
Ta023	064	tr0061
Ta023	065	tr2826
Ta023	066	tr1753
Ta023	067	tr0902
Ta023	068	tr1088
Ta023	069	tr1429
Ta023	070	tr1387
Ta023	071	tr0043
Ta023	072	tr2289
Ta023	073	tr0782
Ta023	074	tr2278
Ta023	075	tr0728
Ta023	076	tr2704
Ta023	077	tr2575
Ta023	078	tr1140
Ta023	079	tr2970
Ta023	080	tr0631
Ta023	081	tr1635
Ta023	082	tr1660
Ta023	083	tr2225
Ta023	084	tr2122
Ta023	085	tr2176
Ta023	086	tr0466
Ta023	087	tr0404
Ta023	088	tr0131
Ta023	089	tr0034
Ta023	090	tr2396
Ta023	091	tr0576
Ta023	092	tr0393
Ta023	093	tr1368
Ta023	094	tr0986
Ta023	095	tr2527
Ta023	096	tr1566
Ta023	097	tr1472
Ta023	098	tr0958
Ta023	099	tr1242
Ta023	100	tr2816
Ta023	101	tr2047
Ta023	102	tr2674
Ta023	103	tr2870
Ta023	104	tr0285
Ta023	105	tr0420
Ta023	106	tr2765
Ta023	107	tr1506
Ta023	108	tr1611
Ta023	109	tr2711
Ta023	110	tr2336
Ta023	111	tr2894
Ta023	112	tr2498
Ta023	113	tr0001
Ta023	114	tr1386
Ta023	115	tr1624
Ta023	116	tr1226
Ta023	117	tr2450
Ta023	118	tr1705
Ta023	119	tr0057
Ta023	120	tr2540
Ta023	121	tr2050
Ta023	122	tr1032
Ta023	123	tr1448
Ta023	124	tr1455
Ta023	125	tr0866
Ta023	126	tr2291
Ta024	001	tr2998
Ta024	002	tr2296
Ta024	003	tr0029
Ta024	004	tr0193
Ta024	005	tr0949
Ta024	006	tr1848
Ta024	007	tr1991
Ta024	008	tr2304
Ta024	009	tr2408
Ta024	010	tr1777
Ta024	011	tr0258
Ta024	012	tr1561
Ta024	013	tr0806
Ta024	014	tr2299
Ta024	015	tr0952
Ta024	016	tr0975
Ta024	017	tr0764
Ta024	018	tr2693
Ta024	019	tr1907
Ta024	020	tr0403
Ta024	021	tr0004
Ta024	022	tr2566
Ta024	023	tr1749
Ta024	024	tr0454
Ta024	025	tr0035
Ta024	026	tr2993
Ta024	027	tr1733
Ta024	028	tr0461
Ta024	029	tr2867
Ta024	030	tr0916
Ta024	031	tr1785
Ta024	032	tr1570
Ta024	033	tr0453
Ta024	034	tr2903
Ta024	035	tr2055
Ta024	036	tr1246
Ta024	037	tr2327
Ta024	038	tr1888
Ta024	039	tr2647
Ta024	040	tr0537
Ta024	041	tr1921
Ta024	042	tr0214
Ta024	043	tr1854
Ta024	044	tr0843
Ta024	045	tr2792
Ta024	046	tr0882
Ta024	047	tr0391
Ta024	048	tr2487
Ta024	049	tr1198
Ta024	050	tr0654
Ta024	051	tr1051
Ta024	052	tr0640
Ta024	053	tr2476
Ta024	054	tr0579
Ta024	055	tr1732
Ta024	056	tr1919
Ta024	057	tr0850
Ta024	058	tr0745
Ta024	059	tr1691
Ta024	060	tr2519
Ta024	061	tr1201
Ta024	062	tr0450
Ta024	063	tr2752
Ta024	064	tr1147
Ta024	065	tr2703
Ta024	066	tr2538
Ta024	067	tr1757
Ta024	068	tr1603
Ta024	069	tr2595
Ta024	070	tr0872
Ta024	071	tr1959
Ta024	072	tr2548
Ta024	073	tr0498
Ta024	074	tr0129
Ta024	075	tr0716
Ta024	076	tr0963
Ta024	077	tr0701
Ta024	078	tr0781
Ta024	079	tr2024
Ta024	080	tr0079
Ta024	081	tr1781
Ta024	082	tr2271
Ta024	083	tr2880
Ta024	084	tr2453
Ta024	085	tr2458
Ta024	086	tr2123
Ta024	087	tr1883
Ta024	088	tr2372
Ta024	089	tr0570
Ta024	090	tr1410
Ta024	091	tr2793
Ta024	092	tr2029
Ta024	093	tr0088
Ta024	094	tr1502
Ta024	095	tr0470
Ta024	096	tr2658
Ta024	097	tr2051
Ta024	098	tr2068
Ta024	099	tr2848
Ta024	100	tr2649
Ta024	101	tr1544
Ta024	102	tr2670
Ta024	103	tr1861
Ta024	104	tr2830
Ta024	105	tr1871
Ta024	106	tr2337
Ta024	107	tr2079
Ta024	108	tr0904
Ta024	109	tr2479
Ta024	110	tr0090
Ta024	111	tr2602
Ta024	112	tr1762
Ta024	113	tr0519
Ta024	114	tr1452
Ta024	115	tr0523
Ta024	116	tr2634
Ta024	117	tr2980
Ta024	118	tr2236
Ta024	119	tr0105
Ta024	120	tr2218
Ta024	121	tr2517
Ta024	122	tr2986
Ta024	123	tr1180
Ta024	124	tr1612
Ta024	125	tr1943
Ta024	126	tr0480
